,Unnamed: 0,title,company,location,salary,summary
472,73,C++ Engineer - Athena Core,"JPMorgan Chase Bank, N.A.",London,,"It delivers innovative and efficient applications to a wide range of the firm's business, including sales, trading, operations, risk and research."
473,74,"Client Technology - Business Architecture and Analysis, Tech...",EY,London SE1,,Knowledgeable and capable of conducting and handling requirements of varying complexity through its lifecycle and validating or presenting with business…
474,75,Management Consultant - Employee Experience & HR 1,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
475,76,frog - Director - Brand Strategy,Capgemini Invent,London,,"Brand expression development (working closely with creative teams on all elements of brand identity).Comfortable shaping a new business, winning new work and…"
476,77,newSoftware Developer,Psymplicity Healthcare,London,,"A successful candidate will be creative and innovative, with both strong communication and problem-solving skills.API function building, including MS Graph."
477,78,frog - Senior Copywriter,Capgemini Invent,London,,"You’ll have a vibrant imagination, a love for language and creative flair.Frog partners with customer-centric enterprises to drive sustainable growth, by…"
478,79,newCredit eTrading Java Developer,"JPMorgan Chase Bank, N.A.",London,,Our engineers have an aptitude for solving problems with technology and an ability to quickly translate business requirements into a sound technical design and…
479,80,Succession and Knowledge Management Lead,EY,London SE1,,"Be responsible for the development of a cohesive Succession & Knowledge Management Approach, Strategy, Deployment & Maintenance framework leveraging industry …"
480,81,"Service Designer, Senior Associate","JPMorgan Chase Bank, N.A.",London,,"DXD includes product designers, UX researchers, service designers, content strategists, creative technologists and DesignOps."
481,82,Staff UX Technologist,Baker Hughes,Remote in London W6,,We partner with Product and Engineering teams to create innovation that enhance and improves the customer experience.
482,83,Content Writer & Editor,Financial Times,London,,"Show flexibility: grow, develop and progress in a creative organisation.The successful candidate will focus on short-form content, covering new and evolving…"
483,84,newBusiness Analyst - e-commerce VP,"JPMorgan Chase Bank, N.A.",London,,We value creative innovators who are analytical thinkers with a bias for action that solves problems.The Small and Mid-Sized Business (SMB) and Business to…
484,85,Principal Consultant - Multiple Vacancies,TPXimpact,London SE1,,Work with others across the team and organisation to lift learning from delivery and help turn into creative and innovative ideas and new proposition for our…
485,86,newfrog - Senior Transformation Service Designer,Capgemini Invent,London,,Enough tech and digital know-how to hold a high-level conversation with a technologist.Frog partners with customer-centric enterprises to drive sustainable…
486,87,Senior Designer Menswear - Wovens/Tailoring,Q-HQ,London,,"Continually deliver a fresh, creative & commercial product range, taking accountability for all clothing categories.Have a strategic customer focus."
487,88,"Director, Head of Experience Design - Creative Shop Labs",Facebook App,London,,12+ years of experience design and/or creative direction experience.Portfolio of projects that demonstrate your skills as a creative director and experience…
488,89,Management Consultant - Digital Acceleration - Technical Pro...,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
489,90,Design Strategy Lead,Visa,London,,"Work with a multi-disciplinary team of product owners, researchers, designers, and technologists to assess emerging global and regional commerce ecosystem…"
490,91,frog - Content & Marketing Solutions Expert,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
491,92,newUser Research Operations Manager,"JPMorgan Chase Bank, N.A.",London,,"DXD includes product designers, UX researchers, service designers, content strategists, creative technologists, and Design and Research Operations."
492,93,"User Experience Researcher, Associate","JPMorgan Chase Bank, N.A.",London,,"Our growing 200+ Digital Experience Design team (DXD) includes UX and visual designers, service designers, researchers and creative technologists spread across…"
493,94,newSenior Managing Consultant - Roads,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
494,95,"Experience Design Manager, Creative Shop Labs",Facebook App,London,,"Continually seek new opportunities to unlock creative possibilities through your expertise.Collaborate with other internal and external creatives, disciplines…"
495,96,Mid-Senior Creative - Twitter Next UK - 9 month Fixed Term C...,Twitter,London,,You should also have experience crafting compelling story lines and insight-supported ideas to help build persuasive presentations.
496,97,Technology Strategy & Transformation Senior Manager,EY,London SE1,,"ET will also support our internal technology needs by focusing on a better user experience.Information Security (Info Sec) - Info Sec prevents, detects,…"
497,98,frog - Senior Motion Designer,Capgemini Invent,London,,"Ideate and execute cutting edge creative work within multi-disciplinary teams, to tell powerful stories that bring to life propositions and products for…"
498,99,Cloud Architect or Engineer,Deutsche Bank,London,,Accelerated promotion process for outstanding technologists.As an Engineer you will develop and deliver significant components of engineering solutions to…
499,100,Senior Consultant - Digital Fulfilment Operations (Retail/Co...,Capgemini Invent,London,,"First, and foremost, you will support and help to lead the design and delivery of transformative supply chain solutions for leading Consumer Products and Retail…"
500,101,Visual Designer / Presentation Designer,PSAV United Kingdom,Uxbridge UB8,,"Deliver World Class Service - Prioritise and manage multiple projects simultaneously, supporting, and collaborating with a cross-discipline team of creatives,…"
501,102,Customer Support Delivery Manager,EY,London SE1,,"Lead and deliver enablement, enhancement or intervention projects / programmes in support of EY’s Support Function.To qualify for the role, you must have."
502,103,Senior Consultant/Consultant - Supply Chain: Consumer Produc...,Capgemini Invent,London,,"First, and foremost, you will support and help to lead the design and delivery of transformative supply chain solutions for leading companies across a number of…"
503,104,"newSolutions Consultant, UK",Huma,Temporarily Remote in London,,Experience guiding external stakeholders through the solution design process and providing creative recommendations.Proven work experience in a related role.
504,105,Talent Partner,FundApps,Remote in London,,"Reporting to the People Operations Manager, you’ll support all sales, client services, operations and regulatory recruitment across FundApps, including sourcing…"
505,106,"newEvent Project Manager, Partner Events (1 year FTC)",Financial Times,London,,"This is a hands-on role that will require initiative and creative problem solving, and will be jointly accountable with the assigned Marketing Manager for…"
506,107,Senior Manager- Financial Risk & Regulatory,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
507,108,Java / Scala Developer - OTC Derivatives,Morgan Stanley,London,,Institutional Securities Technology (IST) develops and oversees the overall technology strategy and technology solutions to drive and enable the Institutional…
508,109,Director - Consumer Products and Retail Distribution,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
509,110,frog - Senior Growth Strategy Associate,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
510,111,Product Designer - Men's shirts. Maternity Cover,Q-HQ,London,,A highly creative commercial portfolio demonstrating your ability to present a concept following through to finished garment.Ability to travel is essential.
511,112,newLuxury Account Manager,Financial Times,London,,Take a considered but creative approach to answering briefs from clients and agencies.To achieve and exceed challenging revenue goals as well as agreed…
512,113,Energy Market Codes Expert,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
513,114,Support Engineer,Keyless Technologies,Remote in London,,"Aptitude for creative problem solving.Keyless zero-knowledge biometrics solution eliminates the need to store and manage sensitive information, enabling…"
514,115,Associate Partner | Cloud Advisory & Strategy,IBM,London,,"Have a creative approach to problem solving, innovation & issue resolution.Impact* Our work is truly life changing — from helping to cure diseases, predict…"
515,116,Senior Design Technologist,Amazon Online UK Limited,London,,"Familiar with creative ideation and brainstorm sessions with internal and external partners.Familiarity with Augmented Reality, Virtual Reality, Alexa, Voice…"
516,117,Event Manager,OVHcloud,London EC3R,,"OVHcloud puts complete freedom in the hands of technologists and businesses, for anyone to master right from the start.50% off your public travel to work."
517,118,Product Developer - Onboarding Platform,"JPMorgan Chase Bank, N.A.",London,,"Strategic thinker with strong research, analytical and creative problem solving skills.JPMorgan International Consumer Bank is looking to engineer a market…"
518,119,Senior Creative Technologist,LEWIS,London,,Excel at working with ambitious and creative people; a collaborative team worker who is able to inspire and motivate people to succeed.
519,120,"Experience Designer, Creative Shop Labs",Meta,London,,"Collaborate with other internal and external creatives, disciplines and teams to prototype and deploy with partners - shipping projects with excellent craft,…"
520,121,newExperience Lead (Visual Design),Publicis Sapient,Temporarily Remote in London,,"Experience leading project teams and streams of work, while remaining hands on.Experience managing and mentoring designers, and supporting their growth."
521,122,Middle Office Developer - 4800,ION,Woking,,We are looking for technologists with a can-do attitude who are passionate about solving complex problems in creative and innovative ways to deliver time…
522,123,Account Coordinator,Deluxe Media,London,,"We are looking for an enthusiastic, organised person to join our UK client services team, providing account management support across several our high-profile…"
523,124,"Product Principal, Platinion (Digital BCG)",Boston Consulting Group,London,,This will involve organising & facilitating ideation and incubation sessions to uncover creative and disruptive digital solutions.
524,125,Creative Developer,Source,London,"£30,000 - £60,000 a year","You will provide technical solutions to creative briefs, offering support to banner and software developers, and work within a diverse team of Creative…"
525,126,"Product Principal, Platinion (Digital BCG) - Insurance",Boston Consulting Group,London,,This will involve organising & facilitating ideation and incubation sessions to uncover creative and disruptive digital solutions.
526,127,JPM UI Toolkit Product Manager VP,"JPMorgan Chase Bank, N.A.",London,,"1st to offer real-time payments in U.S. dollars, euros and British pounds.1st U.S. bank with a digital coin.$6 trillion of wholesale payments processed daily."
527,128,Management Consultant - Cloud Transformation,Capgemini Invent,London,,"Inquisitive technologist in the public cloud space, eager to work in fast paced consulting environment whilst keeping abreast of the latest technical…"
528,129,newTraining & Community Marketing Manager,Disguise Technologies Ltd,Hybrid remote in London,,Good problem-solving skills with a creative flare.You are someone who is both creative and analytical minded.Strong degree (2.1 or above) in marketing.
529,130,Campaign Project Manager,Financial Times,London,,Solid understanding of the creative process & production knowledge.Proven project management experience in a creative/production environment.
530,131,"newManager, Controls Advisory (SOX), Financial Services, Strate...",Deloitte,London,,"We can assess and compare to others, help to design the right model, recommend improvements, implement changes, assure effectiveness, and even manage and…"
531,132,newUser Interface (UI) Designer,"JPMorgan Chase Bank, N.A.",Hybrid remote in London,,"Our growing 200+ Digital Experience Design team (DXD) includes UX and visual designers, service designers, researchers and creative technologists spread across…"
532,133,Java Developer,Morgan Stanley,London,,"Java Performance Engineer - Credit Trading & Risk Systems Tech.The systems owned by the team support traders, automated quoting, risk management and trading…"
533,134,Junior Product Marketing Executive,BMS Performance,London,"£55,000 - £60,000 a year","Our client a leading tech platform for creatives and technologists to imagine, create and deliver spectacular visual experiences."
534,135,KDB Software Engineer - Associate,"JPMorgan Chase Bank, N.A.",London,,"Deep understanding of KDB technology and Q language.Deep understanding of KDB+tick design and data organization, performance implications of different…"
535,136,Full Stack Developer - Risk Infrastructure,Morgan Stanley,London,,"Our team is responsible for the frontend code and related server-side aspects, including to deployment to cloud."
536,137,frog - Lead Service Designer,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
537,138,newManagement Consultant - Logistics Operations (Retail/Consume...,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
538,139,"frog - Senior Programme Manager (Innovation, Strategy, & Des...",Capgemini Invent,London,,"You should have a well-honed aesthetic appreciation, and experience working with creative teams across a range of disciplines and deliverables."
539,140,frog - Midweight Product Designer,Capgemini Invent,London,,"Frog partners with customer-centric enterprises to drive sustainable growth, by building and orchestrating experiences at scale, while harnessing the power of…"
540,141,newDigital Marketing Specialist,Keyless Technologies,London,,Brainstorm new and creative growth strategies through digital marketing.Keyless zero-knowledge biometrics solution eliminates the need to store and manage…
541,142,Connectivity Developer - 4537,ION,Woking,,We are looking for technologists who are passionate about solving complex problems in creative and innovative ways to deliver time critical solutions to meet…
542,143,Mid Level Strategy Consultant,Kin + Carta,Hybrid remote in London,,Analytical - blending creative thinking with strong comprehension of different evidence and data sources.Experiment with the latest technology - Collaborating…
543,144,"Digital Marketing Manager, UK",Huma,Temporarily Remote in London,,"A creative and experimental mindset.We are looking for a commercially savvy marketer who can demonstrate creativity and flair, but who first and foremost has a…"
544,145,Management Consultant - Digital Trust & Security,Capgemini Invent,London,,"By combining strategy, technology, data science, and creative design expertise with an inventive mindset, we partner with our clients to innovate and transform…"
545,146,CISO - Chief Information Security Officer (Mid-Senior Level),ERM Group,London,,A deep and fundamental technology heritage that will enable them to garner the respect of top security technologists as well as top leaders within the industry.
546,147,Project Director - Events,ICF,London,,"You’ll feed briefs into the wider agency and lead the response, and, subject to the project, continue to lead and oversee the project during its lifecycle…"
547,148,Commodities/Currencies/Emerging Markets Software Engineer -...,"JPMorgan Chase Bank, N.A.",London,,"Minimum of 2 years of professional experience developing in a modern programming language, preferably Python or similar languages."
548,149,CRM Assistant (Volunteer),Alliance to Feed the Earth in Disasters,Remote in London,,"The successful candidate must have some IT and digital skills but is not necessarily a technologist.You will play a supportive role in the visioning, designing…"
